10
0 1
	9.82855
1 0
2 2
	5.12757
	5.2764
3 0
4 3
	4.76047
	5.43331
	9.31432
5 0
6 1
	6.30768
7 2
	9.18303
	9.38331
8 1
	9.27366
9 0
10 4
	0.546875
	3.77756
	6.5628
	6.66683
11 0
12 4
	1.86169
	3.95325
	4.44945
	8.95866
13 1
	0.0945725
14 0
15 0
16 3
	3.67207
	3.80201
	3.98507
17 0
18 0
19 3
	6.14786
	6.28339
	8.98188
20 0
21 7
	3.8709
	6.50161
	7.04313
	7.2146
	7.74634
	7.80465
	9.70332
22 1
	5.1234
23 12
	1.31296
	2.18496
	2.18994
	3.13795
	4.10169
	5.54548
	5.58128
	5.81874
	6.353
	6.62282
	6.9781
	7.90765
24 0
25 2
	3.06091
	3.20038
26 1
	7.80777
27 5
	0.983904
	1.19927
	2.76528
	3.24292
	4.66241
28 1
	8.80796
29 0
30 0
31 5
	1.79454
	3.60486
	3.60607
	3.90698
	4.13301
32 1
	4.99773
33 3
	6.19094
	9.08192
	9.3449
34 3
	0.227045
	1.18171
	1.40127
35 8
	3.84368
	3.94708
	4.68612
	4.72979
	4.85594
	5.21154
	7.88913
	8.89173
36 9
	6.82567
	7.51529
	8.68292
	8.92227
	9.46524
	9.62139
	9.65997
	9.66478
	9.98976
37 1
	9.49565
38 0
39 10
	2.46207
	4.10979
	4.60399
	4.9564
	5.29667
	5.32693
	5.36066
	5.89453
	6.53936
	6.68302
40 0
41 0
42 1
	4.43557
43 1
	9.33326
44 2
	4.26299
	4.92529
45 1
	8.0923
46 0
47 0
48 0
49 1
	7.2658
50 9
	4.12062
	4.67327
	4.96296
	6.12646
	6.24992
	6.4177
	6.81535
	7.09868
	7.19722
51 1
	9.371
52 5
	1.36101
	5.04056
	7.12832
	8.8123
	9.44336
53 0
54 0
55 2
	7.36168
	8.20883
56 4
	1.72547
	7.43285
	7.78474
	8.42537
57 2
	4.31968
	8.20191
58 0
59 1
	9.95024
60 3
	0.290935
	1.34263
	9.45033
61 5
	1.9158
	2.84173
	3.81054
	9.26252
	9.63152
62 2
	6.22898
	7.67219
63 2
	2.53261
	8.07324
64 1
	3.17239
65 0
66 0
67 1
	3.52527
68 4
	3.91839
	4.32637
	6.19313
	8.55045
69 1
	2.81576
70 9
	1.13212
	4.47664
	5.98985
	6.11963
	6.15803
	6.34717
	6.82943
	8.05657
	9.06661
71 0
72 3
	0.198947
	2.50327
	5.55674
73 0
74 2
	0.0373229
	4.6421
75 2
	2.18168
	3.00728
76 1
	7.92187
77 1
	3.40964
78 2
	4.23353
	8.75596
79 0
80 2
	3.70413
	8.04734
81 1
	5.98249
82 1
	6.26555
83 2
	0.949747
	9.74518
84 2
	2.69372
	4.33953
85 2
	2.26288
	4.01482
86 1
	3.28975
87 1
	4.11074
88 1
	3.16128
89 0
90 2
	0.868673
	8.74307
91 3
	1.39065
	1.6735
	7.69784
92 1
	3.95576
93 2
	1.46104
	6.36822
94 0
95 2
	5.51654
	9.1611
96 1
	9.60051
97 0
98 1
	8.39169
99 2
	3.66172
	5.95206
