1000
0 197
	0.120036
	9.41674
	10.9895
	31.9883
	42.1081
	59.2672
	68.7231
	70.808
	72.7216
	73.1546
	74.8975
	77.9942
	81.6663
	82.0379
	82.2406
	82.4669
	83.312
	91.327
	100.076
	101.364
	105.894
	112.367
	120.613
	121.239
	121.367
	121.408
	121.595
	122.591
	123.247
	126.414
	126.559
	126.943
	133.132
	135.443
	137.185
	138.196
	148.907
	159.16
	159.659
	161.25
	161.988
	166.818
	167.383
	168.87
	180.027
	182.089
	187.52
	187.634
	188.636
	202.728
	213.515
	213.734
	215.375
	215.403
	215.478
	215.489
	216.129
	217.084
	218.358
	231.532
	232.692
	233.913
	234.462
	256.326
	257.165
	258.432
	260.127
	265.612
	266.084
	287.079
	287.149
	287.472
	321.137
	346.295
	346.954
	347.603
	348.484
	348.826
	362.483
	410.82
	419.14
	419.177
	423.601
	453.06
	453.227
	470.149
	470.58
	472.51
	493.515
	493.797
	498.773
	499.492
	499.543
	499.755
	501.995
	502.908
	503.088
	503.119
	503.228
	503.733
	503.742
	504.052
	504.127
	504.754
	507.428
	512.637
	513.067
	513.721
	542.572
	542.962
	544.163
	551.329
	558.695
	560.169
	560.25
	561.616
	562.769
	570.293
	571.746
	575.459
	613.071
	613.861
	615.323
	616.846
	618.109
	635.907
	662.527
	672.658
	673.555
	673.758
	677.242
	681.6
	682.342
	682.457
	682.588
	683.939
	686.088
	686.467
	686.483
	686.661
	687.658
	689.503
	695.691
	695.816
	700.899
	701.248
	706.05
	706.597
	708.834
	709.024
	710.022
	711.083
	755.475
	759.075
	760.633
	761.442
	761.456
	761.681
	761.709
	782.562
	783.257
	783.313
	784.292
	784.428
	809.987
	823.058
	823.307
	825.086
	825.458
	826.695
	828.92
	830.152
	834.012
	844.264
	846.123
	862.389
	862.862
	863.35
	863.623
	863.644
	866.531
	879.826
	899.15
	900.013
	914.306
	914.848
	919.371
	919.744
	926.884
	931.883
	937.304
	937.557
	941.874
	943.629
	955.404
	958.317
	963.993
1 193
	12.8705
	15.4321
	19.8041
	43.3128
	43.6654
	45.2291
	57.4292
	57.6761
	59.9221
	60.1369
	60.4389
	61.0968
	61.25
	61.4925
	61.8283
	62.0402
	63.1827
	96.19
	122.328
	122.581
	122.661
	123.518
	124.867
	125.147
	125.475
	126.438
	187.92
	188.014
	188.297
	202.76
	202.809
	203.268
	203.565
	204.398
	204.722
	224.658
	225.142
	225.374
	226.618
	227.029
	227.147
	227.219
	227.261
	227.795
	228.015
	229.704
	260.919
	262.658
	262.687
	273.353
	273.397
	273.555
	276.694
	277.014
	277.103
	277.104
	277.158
	277.298
	277.508
	277.811
	277.934
	305.075
	311.354
	320.969
	322.07
	322.575
	330.8
	331.941
	332.268
	333.531
	334.141
	335.312
	335.358
	335.922
	336.482
	338.424
	348.795
	361.082
	362.035
	362.054
	362.81
	370.658
	374.419
	395.378
	421.134
	432.449
	459.375
	459.425
	460.689
	462.222
	470.083
	472.112
	490.371
	501.17
	523.543
	550.06
	550.667
	551.61
	557.259
	557.76
	566.219
	568.343
	569.655
	580.781
	583.27
	592.105
	593.038
	600.586
	604.383
	604.807
	606.013
	606.154
	606.312
	606.434
	606.547
	611.488
	659.83
	662.066
	662.265
	663.441
	664.296
	665.06
	665.269
	666.823
	673.06
	687.59
	688.205
	688.243
	689.968
	690.058
	690.198
	690.905
	691.255
	692.152
	692.668
	693.953
	694.989
	695.108
	696.664
	698.215
	698.297
	698.485
	757.857
	763.142
	765.828
	766.592
	769.652
	771.926
	772.069
	772.785
	773.745
	781.343
	783.647
	785.622
	787.311
	796.715
	806.654
	806.749
	808.527
	809.66
	829.756
	830.214
	835.911
	843.687
	864.482
	865.65
	892.408
	892.762
	894.927
	927.94
	935.29
	940.647
	945.651
	976.698
	977.049
	977.531
	980.583
	982.696
	982.729
	982.764
	982.813
	983.164
	983.311
	983.796
	983.883
	984.888
	985.768
	986.277
	986.514
	987.407
	987.579
	988.859
	998.23
2 215
	2.48948
	16.4782
	16.9877
	26.2317
	26.2442
	34.5078
	43.8728
	44.5857
	49.1076
	49.8622
	50.03
	51.604
	61.751
	65.5744
	73.699
	73.9719
	74.1518
	83.371
	99.169
	106.934
	118.859
	122.039
	126.11
	126.763
	127.766
	143.017
	143.282
	144.071
	144.185
